parent_id,district,districtId,category,municipality,message_id,text,createdOn,updatedOn
2364ts,Sør-Øst Politidistrikt,204,Trafikk,Skien,2364ts-0,"UP har hatt laserkontroll i 50 sonen ved Gjerpen kirke. 
3 stk fikk forenkla forelegg. Høyeste hastighet ble målt til 61 km/t. ",2023-11-08T11:42:22.9292112+00:00,
23v1t5,Vest Politidistrikt,207,Trafikk,Bergen,23v1t5-0,"Kl. 1221: Vegtrafikksentralen har stengt tunnelen. Kjøretøystans. 
Kl. 1235: Tunnelen åpnet opp igjen. Bilberger har fått ut bilen. ",2023-11-08T11:37:11.7290626+00:00,
23htln,Agder Politidistrikt,205,Trafikk,Kristiansand,23htln-0,"UP har hatt laserkontroll på rv. 9 ved Krossen. Utstedt 7 forenklede forelegg, høyeste hastighet 59 km/t i 50-sone.",2023-11-08T11:20:54.1077698+00:00,
233wtk,Trøndelag Politidistrikt,209,Brann,Trondheim,233wtk-0,"Meldt om et mindre branntilløp på Lade som trolig fant sted i går.  På et kommunalt toalett er det tent på noe papir, og det er skader på et stellebord.  Patrulje undersøker åstedet, og vil gå gjennom videoovervåking som kan ha fanget opp hendelsen.",2023-11-08T11:04:39.8144954+00:00,
23rrvc,Innlandet Politidistrikt,203,Trafikk,Eidskog,23rrvc-0,"Kl.0917:  UP har avholdt en adferdskontroll på rv2, og 8 førere har fått utferdiget et forenklet forelegg for brudd på ""stoppskilt"".",2023-11-08T10:30:55.2812476+00:00,
23dnvs,Troms Politidistrikt,211,Trafikk,Målselv,23dnvs-0,Melding om trafikkulykke på FV87 like ved Øverbygd kirke. En lastebil har veltet. Alle de involverte er ute av kjøretøyet og ved bevissthet. Vegen er sperret. Nødetatene er på vei til stedet. Meldingen oppdateres.,2023-11-08T10:13:09.503142+00:00,
23dnvs,Troms Politidistrikt,211,Trafikk,Målselv,23dnvs-1,Oppdatering: Vi er fremme på stedet. Trafikken dirigeres forbi ulykkesstedet. Det aktuelle kjøretøyet var en del av en militær kolonne med flere kjøretøy. De 3 personene som var i lastebilen får tilsyn av ambulansepersonell på stedet. Bilberging er rekvirert.,2023-11-08T11:00:18.2208788+00:00,
230kv5,Sør-Øst Politidistrikt,204,Redning,Larvik,230kv5-0,"Kl 09:55 Nødetater har rykket ut til Tollerodden etter melding om mulig person i vann. Et vitne hadde hørt en mannsstemme i nærheten, men ikke sett vedkommende. Usikkert om personen er i vannet, men vi sjekker for sikkerhetsskyld.  ",2023-11-08T09:18:28.2693003+00:00,
230kv5,Sør-Øst Politidistrikt,204,Redning,Larvik,230kv5-1,Nødetater har undersøkt området. Dykkere har vært i vannet og søkt uten funn. Vi avslutter søket.,2023-11-08T09:59:21.5654814+00:00,
237wcx,Trøndelag Politidistrikt,209,Trafikk,Midtre Gauldal,237wcx-0,"Politiet har hatt trafikkontroll ved Meldal barne- og ungdomsskole. Her ble det kontrollert 50 biler. Det ble gitt noen advarsler på sikring av barn i bil, samt gitt ut reflekser.",2023-11-08T08:41:13.6685325+00:00,
2370x5,Sør-Øst Politidistrikt,204,Trafikk,Sandefjord,2370x5-0,"Politiet har hatt trafikkontroll med fokus på adferd i trafikken. 
50 stk ble kontrollert. Alle ok. ",2023-11-08T08:34:46.8479486+00:00,
23wzxl,Sør-Øst Politidistrikt,204,Brann,Horten,23wzxl-0,09:25 Nødetater har rykket ut på melding om røykutvikling i et teknisk rom. Alle på stedet er evakuert ut. Ingen personer virker å være skadet. ,2023-11-08T08:32:09.6617332+00:00,
23wzxl,Sør-Øst Politidistrikt,204,Brann,Horten,23wzxl-1,Alle nødetater er ferdig på stedet. Brannvesenet har ikke funnet noen årsak. Elektriker blir kalt inn for å undersøke videre.,2023-11-08T09:24:16.9347133+00:00,
23jvxg,Nordland Politidistrikt,210,Andre hendelser,Bodø,23jvxg-0,Nødetatene  og Avinor gjennomfører øvelse ved Bodø lufthavn. Til info. ,2023-11-08T08:15:24.4687431+00:00,
234qzc,Vest Politidistrikt,207,Redning,Bergen,234qzc-0,Kl. 0846: Igangsatt redningsaksjon på toppen av Stoltzekleiven etter melding om en mannsperson som falt utfor en kant. Høyde ca. 20 meter. Politiet i kontakt med vedkommende pr. tlf. Opplyser trolig brudd i beina. Politiet er på staden sammen med luftamb.,2023-11-08T08:11:09.7514725+00:00,
234qzc,Vest Politidistrikt,207,Redning,Bergen,234qzc-1,Lege og politi er fremme hos pasienten. Mann i 40-årene. Våken og klar. Klatregruppe fra Bergen brannvesen også kalt ut og på veg.,2023-11-08T08:13:49.7664252+00:00,
234qzc,Vest Politidistrikt,207,Redning,Bergen,234qzc-2,Pasienten vil bli forsøkt lagt på båre og etter hvert heist ut av luftambulansen. Pasient blir godt ivaretatt på staden. Også melder/vitnet blir ivaretatt av politi og ambulansepersonell.,2023-11-08T08:32:26.0941447+00:00,
234qzc,Vest Politidistrikt,207,Redning,Bergen,234qzc-3,Pasient hentet ut. Fraktet til Haukeland universitetssykehus. Brann og helse avsluttet. Ukjent skadeomfang.,2023-11-08T09:21:37.5221641+00:00,
23tmzs,Troms Politidistrikt,211,Brann,Målselv,23tmzs-0,"Politi og brannmannskaper rykket ut på melding om brann på tak på forretningsbygg i Heggelia. Brannen er slukket, skal ha oppstått i forbindelse med taklegging. ",2023-11-08T08:04:18.5575185+00:00,
23fjz5,Vest Politidistrikt,207,Trafikk,Bergen,23fjz5-0,Kl. 0811: Påkjørsel bakfra. Lastebil bremset opp. Bil nr 1 bak stopper opp. Bil nr 2 kjører inn i bil nr 1. Noe kø på stedet. Ingen personskader. Bergingsbil rekvirert. P.t. ingen utrykning fra noen av nødetatene. Sjedd ved Birkelandsvatnet. ,2023-11-08T07:56:55.0133385+00:00,
23q9zx,Trøndelag Politidistrikt,209,Trafikk,Trondheim,23q9zx-0,"53 sjåfører sjekket i trafikkontroll, ingen reaksjoner.",2023-11-08T07:35:26.1016579+00:00,
233sqs,Vest Politidistrikt,207,Trafikk,Askøy,233sqs-0,Kl. 0650: Påkjørsel bakfra. To personbiler. Kun fører i bilene. Ikke el-bil. Mindre lekkasje. Ingen røyk. Materielle skader. Ikke utløst airbag. Begge førere ute. Ikke opplyst å være personskader. Politi på veg. Brann og amb. avventer. Tunnel stengt.,2023-11-08T05:58:37.3534055+00:00,
233sqs,Vest Politidistrikt,207,Trafikk,Askøy,233sqs-1,Lange køer i begge retninger. Vil forsøke å flytte bilene ut av tunnelen.,2023-11-08T06:18:51.5326724+00:00,
233sqs,Vest Politidistrikt,207,Trafikk,Askøy,233sqs-2,Kl. 0721: Bilene ute. Tunnelen åpnes.,2023-11-08T06:23:32.9748997+00:00,
233sqs,Vest Politidistrikt,207,Trafikk,Askøy,233sqs-3,Bilførere var en mann i 30-årene og en kvinne i 40-årene. Ikke skadet. Ingen politisak. Partene fyller ut skademelding.,2023-11-08T06:33:29.5332793+00:00,
23n5lq,Innlandet Politidistrikt,203,Trafikk,Sel,23n5lq-0,"kl. 01:07: enslig bil kjørt utfor Rondanevegen ved Pælhauglykkja. Ingen personskade, men politiet mistenker en person for ruspåvirket kjøring. Vedkommende, mann i 30-årene med lokal tilknytning, fremstilt for bevissikring. Politiet oppretter sak.",2023-11-08T05:39:47.9566851+00:00,
238xlh,Øst Politidistrikt,202,Brann,Moss,238xlh-0,Nødetater rykker ut etter melding om brann i bolig i Peer Gynts vei.,2023-11-08T05:05:14.7689315+00:00,
238xlh,Øst Politidistrikt,202,Brann,Moss,238xlh-1,Det skal være kontroll på brannen. En person er lettere skadd. Tas hånd om av helse.,2023-11-08T05:44:43.0508034+00:00,
23kp0c,Sør-Øst Politidistrikt,204,Trafikk,Lier,23kp0c-0,03:00 Politiet har hatt ruskontroll på stedet. Resultat: 30 sjåfører var edru og én mistenkes for ruskjøring. Dreier seg om en mann i 30-åra. Fremstilles for blodprøve og sak opprettes.,2023-11-08T02:09:48.1883345+00:00,
236l0s,Vest Politidistrikt,207,Brann,Voss,236l0s-0,kl 0245. meld om brann på i nærleiken av togstasjonen på Bulken. Naudetatane på staden. Er brann i eit uthus. ,2023-11-08T02:09:25.8716434+00:00,
236l0s,Vest Politidistrikt,207,Brann,Voss,236l0s-1,Var brann i eit eldhus. Brannen er slukket.,2023-11-08T02:54:57.845202+00:00,
23vh05,Sør-Øst Politidistrikt,204,Trafikk,Kragerø,23vh05-0,01:35 Patruljen stanset mannlig bilist i 30-åra for kontroll. Mistanke om ruskjøring. Blir fremstilt for blodprøve og sak opprettes. ,2023-11-08T01:04:50.7258685+00:00,
23gd1l,Vest Politidistrikt,207,Ro og orden,Bergen,23gd1l-0,"kl 0036. Politet fikk melding om mann i 20 årene som forsøkte å knuse døren til utested. Hadde og angrepet og drapstruet bartender. Ingen skadet. Mistenkte innsettes i arrest.
",2023-11-08T00:44:12.0362074+00:00,
23381v,Sør-Øst Politidistrikt,204,Brann,Bamble,23381v-0,01:20 Nødetatene på vei etter melding om branntilløp i en leilighet. Brannen skal være slukket og ikke opplysninger om personskade. Politiet undersøker omstendighetene.,2023-11-08T00:27:30.6933072+00:00,
23381v,Sør-Øst Politidistrikt,204,Brann,Bamble,23381v-1,Nødetatene er fremme på stedet. Skal ha tatt fyr i tørkepapir i forbindelse med røyking. Raskt slukket. En mann i 80-åra kan ha pustet inn noe røyk og blir tilsett av ambulansepersonell.,2023-11-08T00:48:45.4370806+00:00,
23381v,Sør-Øst Politidistrikt,204,Brann,Bamble,23381v-2,Ingen personskade og ingen spredningsfare. Nødetatene er ferdige på stedet.,2023-11-08T00:58:14.9371445+00:00,
23r51c,Sør-Øst Politidistrikt,204,Trafikk,Ringerike,23r51c-0,Denne meldingen har blitt trukket.,2023-11-08T00:18:59.3470861+00:00,
23r51c,Sør-Øst Politidistrikt,204,Trafikk,Ringerike,23r51c-1,01:10 Patruljen stanset mannlig bilist i 20-åra for kontroll. Han har ikke gyldig førerkort og blir anmeldt.,2023-11-08T00:19:36.9781278+00:00,
23d22s,Vest Politidistrikt,207,Redning,Bergen,23d22s-0,"Politiet har iverksatt søk etter en kvinne i 60 årene som er savnet fra en helseinstitusjon. Frivillige fra Røde Kors, Norsk folkehjelp og Norske Redningshunder bistår i søket. Kvinnen har kort grått hår og er trolig iført en lys dunjakke.  ",2023-11-08T00:07:42.2110609+00:00,
23d22s,Vest Politidistrikt,207,Redning,Bergen,23d22s-1,"Kvinnen er funnet av frivillige i terrenget. er nedkjølt men i ellers god behold.
Politiet takker de frivillige som har ofret nattesøvnen for å bistå.",2023-11-08T01:16:51.6312765+00:00,
23025j,Troms Politidistrikt,211,Trafikk,Tromsø,23025j-0,"En bil stakk av fra en trafikkontroll ved Sydspissen. UP innhentet bilen og fikk stanset denne etter kort tid. Føreren hadde ikke gyldig førerkort, og han mistenkes ruspåvirket av narkotika. Han tas med til legevakt for blodprøve. ",2023-11-07T22:27:01.2388096+00:00,
23pw2k,Sør-Øst Politidistrikt,204,Trafikk,Porsgrunn,23pw2k-0,21:05 UP har hatt fartskontroll i 50-sonen. Resultat: 10 forenklede forelegg. Det ble også utstedt et gebyr for manglende bruk av bilbelte.,2023-11-07T21:59:11.3636952+00:00,
239s29,Sør-Øst Politidistrikt,204,Trafikk,Tønsberg,239s29-0,Trafikkontroll på stedet. Resultatet ble 2 stk forenklet forelegg. Høyeste hastighet var 87 km/t i 70-sonen. ,2023-11-07T21:28:14.1501641+00:00,
23n3c6,Troms Politidistrikt,211,Trafikk,Tjeldsund,23n3c6-0,Melding om trafikkulykke i 90-sone på E10 mellom Lilleskånland og Elvemo. Påkjørsel bakfra. Skadeomfang ukjent. Nødetatene er på tur til stedet. Oppdateres. ,2023-11-07T21:19:49.7612965+00:00,
23n3c6,Troms Politidistrikt,211,Trafikk,Tjeldsund,23n3c6-1,"En personbil har kjørt i en stillestående lastebil. Føreren av personbilen er en eldre mann og han blir kjørt til Harstad Sykehus, ukjent skadeomfang. Årsak til ulykken er ukjent pr nå ukjent. Patruljen oppretter sak. Begge kjøretøy må berges.",2023-11-07T21:56:49.1773529+00:00,
23lk3s,Nordland Politidistrikt,210,Trafikk,Saltdal,23lk3s-0,Utrykningspatruljen har gjennomført laser kontroll i 60 sone på Rognan. 1 forenklet forelegg for kjøring i 78 km/t.,2023-11-07T21:14:07.8926207+00:00,
237g35,Agder Politidistrikt,205,Tyveri,Kristiansand,237g35-0,Kl. 2105. Mann anmeldt for tyveri av sko fra en sportsforretning. ,2023-11-07T21:05:41.2883454+00:00,
23wc4k,Sør-Øst Politidistrikt,204,Ro og orden,Modum,23wc4k-0,Kl. 20:07. 2 mindreårige personer som ble kontrollert av politiet var i besittelse av en softgun og en kniv. Våpnene blir beslaglagt og de blir anmeldt etter våpenloven. De får videre oppfølging med politiet sammen med barnevernet og sine verger. ,2023-11-07T20:52:17.0035973+00:00,
23j74s,Møre og Romsdal Politidistrikt,208,Trafikk,Ulstein,23j74s-0,"Trafikkontroll. 184 kontrollerte kjøretøy, 3 reaksjoner: 1 anmeldelse for kjøring uten gyldig førerkort, 1 teknisk mangellapp og 1 forenklet forelegg for feil bruk av lys.",2023-11-07T20:47:34.1470258+00:00,
23444c,Møre og Romsdal Politidistrikt,208,Trafikk,Giske,23444c-0,En mann i 30-årene fra Giske kommune anmeldes for mistanke om å ha kjørt bil i narkotikapåvirket tilstand.,2023-11-07T20:44:03.1911863+00:00,
23t15s,Nordland Politidistrikt,210,Trafikk,Vestvågøy,23t15s-0,Politiet har avskiltet en bil da den manglet forsikring. ,2023-11-07T20:39:11.4146644+00:00,
23fz55,Nordland Politidistrikt,210,Trafikk,Rana,23fz55-0,"Utrykningspatruljen har gjennomført laserkontroll i 60 sone på Alteren. 6 forenklede forelegg, høyeste fart 78 km/t.",2023-11-07T20:03:01.5748007+00:00,
232v5k,Agder Politidistrikt,205,Trafikk,Arendal,232v5k-0,Kl. 1948. Mann anmeldt for kjøring med bil i påvirket tilstand. ,2023-11-07T19:57:26.1919303+00:00,
23qr56,Agder Politidistrikt,205,Ro og orden,Kristiansand,23qr56-0,Kl. 2023. Melding om slagsmål på et serveringssted. Politiet har vært på stedet. En mann skal ha blitt slått til. Uklart hendelsesforløp. Noen involverte hadde forlatt stedet før politiet kom. Politiet oppretter sak på kroppskrenkelse. ,2023-11-07T19:51:53.1006362+00:00,
23cn6c,Nordland Politidistrikt,210,Savnet,Nordland politidistrikt,23cn6c-0,"Politiet har siden kl 1810 i dag lette etter en ung gutt i Sandnessjøen og Brønnøysund. Gutten er funnet i god behold. 
Frivillige ressurser fra NRH, RK og NFH ble kalt ut, men de fikk aldri startet søk før gutten ble funnet. ",2023-11-07T19:38:19.4281133+00:00,
23cn6c,Nordland Politidistrikt,210,Savnet,Nordland politidistrikt,23cn6c-1,Politiet takker likevel for at frivillige ressurser stiller opp på kort varsel.,2023-11-07T19:39:24.7965495+00:00,
23j6s0,Sør-Øst Politidistrikt,204,Ro og orden,Kongsberg,23j6s0-0,Kl. 17: 00 fikk politiet melding om en ordensforstyrrelse på en privatadresse. I forbindelse med dette oppdraget ble det funnet et skytevåpen som ikke var lovlig oppbevart. Dette våpenet er nå beslaglagt da eier ikke var skikket til å eie dette våpenet. Sak opprettes ,2023-11-07T19:35:30.3990696+00:00,
23nf64,Trøndelag Politidistrikt,209,Andre hendelser,Trondheim,23nf64-0,Politiet leter etter to personer som kjørte en stjålet bil på E6 ved Sandmoen. Bilen ble forsøkt stanset for kontroll. Det var to personer i bilen som etter hvert stanset ved et anleggsområde og løp fra stedet. ,2023-11-07T19:29:25.4762343+00:00,
23nf64,Trøndelag Politidistrikt,209,Andre hendelser,Trondheim,23nf64-1,Det pågår søk i området Tonstad.,2023-11-07T19:30:14.5459147+00:00,
23nf64,Trøndelag Politidistrikt,209,Andre hendelser,Trondheim,23nf64-2,Politiet har avsluttet søk og oppretter sak. Vi har ikke lyktes å spore opp gjerningspersonene. Det er benyttet både drone og patruljehund på oppdraget.,2023-11-07T21:02:41.9979969+00:00,
238b7k,Sør-Øst Politidistrikt,204,Trafikk,Drammen,238b7k-0,Etter en trafikkontroll på E134 har 9 bilførere fått forenklet forelegg for å ha kjørt for fort i en 90-sone. Høyeste målte hastighet var 124 km/t. ,2023-11-07T18:46:54.6362373+00:00,
23x67p,Møre og Romsdal Politidistrikt,208,Brann,Kristiansund,23x67p-0,"Melding om brann. Skal ha vært branntilløp på et kjøkken i forbindelse med tilberedning av mat. Brannen er slukket. Ingen personskade, nødetatene er ferdig på stedet. Politiet oppretter sak mot beboer på adressen, en kvinne i 50-årene fra Kristiansund kommune.",2023-11-07T18:32:44.3853791+00:00,
23k37c,Nordland Politidistrikt,210,Brann,Vefsn,23k37c-0,Utrykningsenheter på tur til Alcoa i Mosjøen etter melding om gnister fra et kjøletårn. ,2023-11-07T18:27:04.2096818+00:00,
23k37c,Nordland Politidistrikt,210,Brann,Vefsn,23k37c-1,Brannvesen og politi er på stedet. Ikke behov for evakuering. Brannvesenet sjekker ut.,2023-11-07T18:41:44.5890417+00:00,
23k37c,Nordland Politidistrikt,210,Brann,Vefsn,23k37c-2,Kan tyde på at det er noe som har ulmet og slukket av seg selv. Brannvesenet har spylt over. Ikke tegn til brann. Politi og brannvesenet avslutter på stedet. Industrivernet på Alcoa håndterer dette videre.,2023-11-07T19:25:24.9157413+00:00,
23508s,Agder Politidistrikt,205,Innbrudd,Vegårshei,23508s-0,"Kl. 1705. Melding om innbrudd i hytte. Politiet undersøker åstedet. Stjålet motorsag, gressklipper mm. ",2023-11-07T18:08:56.3847117+00:00,
23508s,Agder Politidistrikt,205,Innbrudd,Vegårshei,23508s-1,Opprettes sak på innbruddet.,2023-11-07T18:22:11.1740018+00:00,
23vx84,Agder Politidistrikt,205,Andre hendelser,Agder politidistrikt,23vx84-0,"Melding om at publikum blir oppringt av Namsfogden for å få gjeldsrådgivning. Detter er forsøk på bedrageri. Ikke oppgi personlig informasjon, Bank ID, eller kontoopplysninger til fremmede. ",2023-11-07T17:45:16.7357221+00:00,
23gt8k,Øst Politidistrikt,202,Ulykke,Frogn,23gt8k-0,Kl 1639: To biler kolliderte på Årungveien. Den ene bilen kom over i motgående og traff møtende bil. 1 person i hver bil. Fører av den ene bilen ble kjørt til Ahus for sjekk. Ingen alvorlig skade. Patruljen oppretter sak. ,2023-11-07T17:39:00.8898804+00:00,
233q84,Finnmark Politidistrikt,212,Arrangement,Finnmark politidistrikt,233q84-0,Nødetatene øver i Kjøllefjord og i Vadsø i kveld. Blir en del aktivitet i nærområdet. Bruk av blålys vil det også være. ,2023-11-07T17:20:41.1671392+00:00,
23rm9c,Vest Politidistrikt,207,Trafikk,Bergen,23rm9c-0,Kl 17:41. Politiet fikk melding om bilfører som fremstod svært beruset. Politiet har stanset bilen i området Melkeplassen. Fører har blåst til over lovlig verdi. Det blir tatt utåndingsprøve og fører bli anmeldt. ,2023-11-07T17:01:07.9472611+00:00,
23rm9c,Vest Politidistrikt,207,Trafikk,Bergen,23rm9c-1,Mannen blir anmeldt for kjøring uten gyldig førerkort og kjøring i ruspåvirket tilstand.,2023-11-07T17:52:12.3749805+00:00,
23dh9s,Vest Politidistrikt,207,Trafikk,Øygarden,23dh9s-0,"FV 560 Søre Fjellavegen, singelulykke, bil har kjør i betongmur. Politi og brannv er på stedet. Fører er våken og bevisst. Bilberger er bestilt. En del kø.  ",2023-11-07T16:53:43.5471186+00:00,
23dh9s,Vest Politidistrikt,207,Trafikk,Øygarden,23dh9s-1,Brannvesenet må vinsje løs bilen. Vegen blir midlertidig stengt mens dette pågår. Bilfører er en mann i 80-årene. Han har fått et lite kutt i hånden.,2023-11-07T17:00:25.8142213+00:00,
23dh9s,Vest Politidistrikt,207,Trafikk,Øygarden,23dh9s-2,Brannv har fått dratt bilen ut av vegen. Søre Fjellavegen er nå åpen for fri ferdsel. Politiet er fortsatt på stedet. Venter på bilberger.,2023-11-07T17:11:34.1745018+00:00,
23dh9s,Vest Politidistrikt,207,Trafikk,Øygarden,23dh9s-3,Bilen er hentet. Førerkortbeslag. Politiet oppretter sak.,2023-11-07T17:45:22.4933137+00:00,
230d94,Øst Politidistrikt,202,Redning,Nordre Follo,230d94-0,Pågående leteaksjon i området Bekkensten på Svartskog. Politihelikopteret deltar i søket og vil i en periode fly lavt for bedre søket. Dette medfører mer støy for beboere i området. ,2023-11-07T16:49:53.8114203+00:00,
23p9bk,Innlandet Politidistrikt,203,Brann,Hamar,23p9bk-0,"Kl. 1639: Politiet med andre nødetater er på en adresse hvor det er utløst en automatisk brannalarm. Så langt er det ikke funnet noen brann, men 1 person følges opp av helse. Ukjent om det er skade eller sykdom.",2023-11-07T16:07:59.551878+00:00,
2395bm,Finnmark Politidistrikt,212,Trafikk,Hammerfest,2395bm-0,: kl. 1505: melding om en bil som vingler veldig i veibanen. Politiet kontrollerte vedkommende. En mann i 80 årene var fører. Ingen mistanke om ruskjøring. Politiet observerte kjøringen. Sak opprettes overfor mannen. Førerkortet beslaglagt. ,2023-11-07T16:05:46.0453964+00:00,
232bch,Nordland Politidistrikt,210,Trafikk,Hamarøy,232bch-0,"Politiet har gjennomført promille og dokument kontroll på Innhavet i tidsrommet 1550 - 1645. 
12 kontrollerte førere, ingen reaksjoner.",2023-11-07T15:48:17.938203+00:00,
23lcrd,Finnmark Politidistrikt,212,Trafikk,Alta,23lcrd-0,@utrykningspol: UP har gjennomført promille kontroll på E6 v/Nerskogen. 13 bilførere av tungbiler og 35 bilister av personbiler kontrollerte. Ingen reaksjoner. ,2023-11-07T15:43:14.9828805+00:00,
237xc4,Agder Politidistrikt,205,Brann,Grimstad,237xc4-0,Kl. 1635. Melding om brann i kjøretøy ved Grøm Næringspark. Politiet og brann på vei til stedet. Ikke meldt om personskade. Oppdateres når fremme og fått oversikt. ,2023-11-07T15:41:03.8281127+00:00,
237xc4,Agder Politidistrikt,205,Brann,Grimstad,237xc4-1,Brannen er slukket. En person får tilsyn av ambulanse.,2023-11-07T15:58:23.6685545+00:00,
237xc4,Agder Politidistrikt,205,Brann,Grimstad,237xc4-2,Personbil som det har vært brann i.,2023-11-07T15:58:57.440011+00:00,
237xc4,Agder Politidistrikt,205,Brann,Grimstad,237xc4-3,Bil berger er varslet.,2023-11-07T16:27:13.0069854+00:00,
237xc4,Agder Politidistrikt,205,Brann,Grimstad,237xc4-4,Brannårsak ukjent. Oppretter sak. Bilen berget.,2023-11-07T17:37:54.7927043+00:00,
23wsck,Agder Politidistrikt,205,Trafikk,Kristiansand,23wsck-0,Kl. 1610. Lastebil har fått stans i Oddernestunellen. Vestgående løp ved avkjøring til brannstasjonen. Bil berger er på vei for å bistå. Det ene feltet er stengt retning vest. ,2023-11-07T15:18:46.6081464+00:00,
23tgdr,Agder Politidistrikt,205,Brann,Kristiansand,23tgdr-0,Kl 1455. Politiet kjører ut til Rossevannet for å gjør undersøkelser på en hytte som har brent ned. Hytta har mest sannsynlig brent i løpet av natten. I følge eier skal det ikke ha vært personer i den. ,2023-11-07T13:58:23.4164314+00:00,
23tgdr,Agder Politidistrikt,205,Brann,Kristiansand,23tgdr-1,Politiet har undersøkt åstedet i ettermiddag. Brannårsak er ukjent. Politiet oppretter sak på forholdet.,2023-11-07T16:17:21.5176243+00:00,
23fcd4,Agder Politidistrikt,205,Ulykke,Arendal,23fcd4-0,Kl 1355. Person skal være påkjørt av bil i Molandsveien ikke langt unna Langsækrysset. Uklart skadeomfang. Ambulanse skal være kommet til stedet og politiet er på vei. Oppdateres. ,2023-11-07T12:56:10.2093352+00:00,
23fcd4,Agder Politidistrikt,205,Ulykke,Arendal,23fcd4-1,"Det skal være et barn som er påkjørt, ukjent alder så langt. Skal være ved bevissthet og er ivaretatt av ambulansepersonell.",2023-11-07T12:58:23.927231+00:00,
23fcd4,Agder Politidistrikt,205,Ulykke,Arendal,23fcd4-2,Fremstår heldigvis ikke som en alvorlig ulykke. Politiet er i kontakt med fører av bil.,2023-11-07T13:01:11.9841989+00:00,
23fcd4,Agder Politidistrikt,205,Ulykke,Arendal,23fcd4-3,Ulykke skal ha skjedd da barnet krysset veien - dette har ikke skjedd i fotgjengerfelt. Politiet gjennomfører avhør på stedet.,2023-11-07T13:29:38.4804501+00:00,
23fcd4,Agder Politidistrikt,205,Ulykke,Arendal,23fcd4-4,Jenta som ble påkjørt er sjekket av ambulansepersonell og det er ikke påvist noen personskade. Politiet oppretter sak.,2023-11-07T13:46:35.4715664+00:00,
23q5fj,Vest Politidistrikt,207,Andre hendelser,Alver,23q5fj-0,"Alver: me har vorte kontakta av ELTEL som opplyser at dei har fått fleire telefonar i frå bebuarar i området om personar som gir seg ut for å vera frå ALTEL, men som ikkje er det. Dei, ukjent talet på personar, er kledde i sivilt og snakkar gebrokkent.",2023-11-07T12:00:26.944592+00:00,
23q5fj,Vest Politidistrikt,207,Andre hendelser,Alver,23q5fj-1,"Tilsette frå ALTEL går sjeldan inn i hus, berre etter avtale med huseigar. Dei går alltid i merka arbeidsklede og med synleg ID kort. Obsesrveres det personar eller bilar i området som verkar mistenkjelege, ring politiet på 02800.",2023-11-07T12:05:02.8202568+00:00,
23q5fj,Vest Politidistrikt,207,Andre hendelser,Alver,23q5fj-2,Retting: det er firmaet ELTEL det gjeld.,2023-11-07T12:06:37.6568644+00:00,
23c1fc,Trøndelag Politidistrikt,209,Brann,Trondheim,23c1fc-0,Nødetatene er i Thoning Owesens gate på Dalen i Trondheim i forbindelse med melding om røykutvikling i garasjeanlegg. Skal ikke være brann på stedet. Brannvesenet melder at det trolig er en teknisk feil som har ført til røyk. To personer blir sjekket av helse. ,2023-11-07T11:59:41.3162024+00:00,
23mwg4,Nordland Politidistrikt,210,Trafikk,Leirfjord,23mwg4-0,"UP har gjennomført laserkontroll i 60 sone. Resultat: 3 FF, høyeste hastighet 82km/t og i tillegg ett FK beslag 87km/t.",2023-11-07T11:46:42.9497177+00:00,
23xnhp,Agder Politidistrikt,205,Tyveri,Kristiansand,23xnhp-0,Kl 1057. Politiet kjørte til Vågsbygd senter etter melding om at en håndtverker hadde blitt frastjålet noe dyrt verktøy. Via overvåkingskamera ble tyven identifisert av politiet.,2023-11-07T11:18:49.9673646+00:00,
23xnhp,Agder Politidistrikt,205,Tyveri,Kristiansand,23xnhp-1,"I sentrum av Kristiansand ble vedkommende funnet igjen av politiet, fremdeles i besittelse av tyvegodset. Dette er nå tilbakeført til rettmessig eier. Politiet oppretter sak.",2023-11-07T11:20:04.5323638+00:00,
23kkhc,Sør-Øst Politidistrikt,204,Trafikk,Drammen,23kkhc-0,Politiet har anmeldt en mann i 50 årene som mistenkes for bilkjøring i alkoholpåvirket tilstand. Mannen er dimmitert etter prøvetaking og avhør. Mannens førerkort er tatt i beslag og politiet oppretter sak.,2023-11-07T11:15:02.9647196+00:00,
235fhr,Agder Politidistrikt,205,Ulykke,Gjerstad,235fhr-0,"Kl 1150. Melding om trafikkulykke på Gjerstadveien noen hundre meter nord for E18. En bil har kjørt av veien - en person i bilen. Fremstår ikke som alvorlig ulykke, men en del materielle skader på bil. Nødetater på vei. Oppdateres. ",2023-11-07T10:57:59.3700748+00:00,
235fhr,Agder Politidistrikt,205,Ulykke,Gjerstad,235fhr-1,Nødetatene har nå vært på stedet noen minutter og har startet sitt arbeid.,2023-11-07T11:16:00.0813253+00:00,
235fhr,Agder Politidistrikt,205,Ulykke,Gjerstad,235fhr-2,"Bilen skal ha mistet veigrepet i en sving og truffet en fjellvegg. Store skader i front på bilen, airbaggene ble utløst. Fører får helsetilsyn på stedet. Bilberger skal være bestilt.",2023-11-07T11:32:56.5525424+00:00,
235fhr,Agder Politidistrikt,205,Ulykke,Gjerstad,235fhr-3,En person ble kjørt inn til sykehuset for en sjekk siden det var store skader på bilen. Politiet oppretter sak.,2023-11-07T12:19:33.2414954+00:00,
